Référence;Désignation;Famille;Type;Fournisseur;Utilisateur;Code barre;N° série;Informations;Site;Date de livraison
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28038;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28039;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28040;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28041;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28042;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28043;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE\2eme etage\201 - Salle de réunion;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28044;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE;
TABLREUPLIROUL1400P7, TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;TABLREUPLIROUL1400P7, Table de réunion pliable, abattante à rouletteL.140 cm P.70 cm;Mobilier de bureau;Table.;EquipBuro;;28045;;"Table abattante sur roulettes
L 140 x P 70 x H 76 cm
Plateau mélaminé ép. 25 mm
Kit de 4 connecteurs inclus
Piétement Y métallique
Avec Voile de fond";25\BESANCON\Siege\VIOTTE\2eme etage\201 - Salle de réunion;
TABLHCOWORK200X100, Table haute co-working  L 200 x P 100;Table haute co-working  L 200 x P 100;Mobilier de bureau;Table.;EquipBuro;;28046;;"Tables Cohésion
Avec électrification
1 bloc électrique encastré 3 PC + 1
USB A 5v + 1 USB C 5v + 1 passage
de câbles
H 107 cm P 100 / L 200
10/12 personnes
Coloris au choix
Fabrication française";25\BESANCON\Siege\VIOTTE\4eme etage\415;
TABLHCOWORK200X100, Table haute co-working  L 200 x P 100;Table haute co-working  L 200 x P 100;Mobilier de bureau;Table.;EquipBuro;;28047;;"Tables Cohésion
Avec électrification
1 bloc électrique encastré 3 PC + 1
USB A 5v + 1 USB C 5v + 1 passage
de câbles
H 107 cm P 100 / L 200
10/12 personnes
Coloris au choix
Fabrication française";25\BESANCON\Siege\VIOTTE\5eme etage\504;
TABLHCOWORK200X100, Table haute co-working  L 200 x P 100;Table haute co-working  L 200 x P 100;Mobilier de bureau;Table.;EquipBuro;;28048;;"Tables Cohésion
Avec électrification
1 bloc électrique encastré 3 PC + 1
USB A 5v + 1 USB C 5v + 1 passage
de câbles
H 107 cm P 100 / L 200
10/12 personnes
Coloris au choix
Fabrication française";25\BESANCON\Siege\VIOTTE\2eme etage\219/220;
TABLHCOWORK200X100, Table haute co-working  L 200 x P 100;Table haute co-working  L 200 x P 100;Mobilier de bureau;Table.;EquipBuro;;28049;;"Tables Cohésion
Avec électrification
1 bloc électrique encastré 3 PC + 1
USB A 5v + 1 USB C 5v + 1 passage
de câbles
H 107 cm P 100 / L 200
10/12 personnes
Coloris au choix
Fabrication française";25\BESANCON\Siege\VIOTTE\4eme etage\445 - Salle de réunion;
TABLHCOWORK200X100, Table haute co-working  L 200 x P 100;Table haute co-working  L 200 x P 100;Mobilier de bureau;Table.;EquipBuro;;28050;;"Tables Cohésion
Avec électrification
1 bloc électrique encastré 3 PC + 1
USB A 5v + 1 USB C 5v + 1 passage
de câbles
H 107 cm P 100 / L 200
10/12 personnes
Coloris au choix
Fabrication française";25\BESANCON\Siege\VIOTTE\4eme etage\445 - Salle de réunion;
TABLREU, Autre table de réunion plateau droit ovale ou autre Ou ensemble de plateaux formants une table de réunion;Autre table de réunion plateau droit ovale ou autre Ou ensemble de plateaux formants une table de réunion;Mobilier de bureau;Table.;EquipBuro;;28051;;"Table de réunion carrée élément
départ
L 160 x L 160 x H 72 cm
Plateau mélaminé ép. 25 mm
Sans top access
Piétement arche métal";25\BESANCON\Siege\VIOTTE\6eme etage\618 - Salle de réunion;
TABLREUELEC200P100, TABLREUELEC200P100;TABLREUELEC200P100;Mobilier de bureau;Table.;EquipBuro;;28052;;"Table tonneau 6 personnes
L 200 x P 100 x H 65 à 130 cm
Plateau mélaminé ép. 25 mm
Chants ABS anti-choc 2 mm
Doté de 2 passe-câbles
pré-débouchants sous plateau
Boitier Up & Down avec 4 positions
mémorisables
Piétement à dégagement latéral en
métal";25\BESANCON\Siege\VIOTTE\rdc\017 - Salle de créativité;
